"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Proc_On_Match","Proc_On_CD_Present","Proc_On_CD_Count","Proc_On_Damage","Proc_On_Ability_Use","Direct_Damage","Conditional_Damage","Possible_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"143","","Bullseye (Classic)","Bullseye","Classic","Bullseye",":bullseye:",3,7565,"Bullseye3_P2","","strike",NA,100,120,140,180,260,819,"Contract Killer",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","","","","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"144","","Bullseye (Classic)","Bullseye","Classic","Bullseye",":bullseye:",3,7565,"Bullseye3_P3","","damage","target",77,116,193,341,610,1927,"Deadly Precision",11,"green","active","7","10.5454545454545","17.5454545454545","31","55.4545454545455","","","","","","","","","","yes","no","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"145","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P1","","protect",NA,165,216,264,321,428,1356,"Sentinel of Liberty",19,"yellow","active","8.68421052631579","11.3684210526316","13.8947368421053","16.8947368421053","22.5263157894737","","","","","","","","","","no","no","","yes","","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"146","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2a","","cd",NA,NA,NA,NA,NA,NA,NA,"Star Spangled Avenger",11,"red","active","","","","","","","","","","","","","","","no","no","","","yes","","","","yes","yes","","","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"147","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2a","","damage","target",95,209,323,437,551,4031,"Star Spangled Avenger",11,"red","active","8.63636363636364","19","29.3636363636364","39.7272727272727","50.0909090909091","","","","","","","","","","no","no","","","yes","","","","yes","yes","","","","","","","","","","","","","","","yes","","","","","","","","yes","","yes"
"148","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2b","","damage","target",95,209,323,437,551,4031,"Star Spangled Avenger",11,"red","active","8.63636363636364","19","29.3636363636364","39.7272727272727","50.0909090909091","","","","","","","","","","yes","no","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P3a","","cd",NA,0,38,61,84,106,342,"Peacemaker",12,"blue","active","0","3.16666666666667","5.08333333333333","7","8.83333333333333","","","","","","","yes","","","no","no","","yes","yes","","","","","yes","","yes","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"150","","Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P3b","","protect",NA,0,38,61,84,106,342,"Peacemaker",12,"blue","active","0","3.16666666666667","5.08333333333333","7","8.83333333333333","","","","","","","yes","","","no","no","","yes","","","","","","yes","","yes","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"151","","Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P1","","damage","target",208,281,281,470,470,1494,"Photonic Blasts",7,"red","active","29.7142857142857","40.1428571428571","40.1428571428571","67.1428571428571","67.1428571428571","","","","","","","","","","yes","no","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152","","Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P2","","damage","target",351,444,444,684,790,2504,"Hypersonic Punch",9,"black","active","39","49.3333333333333","49.3333333333333","76","87.7777777777778","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"153","","Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P3","",NA,NA,NA,NA,NA,NA,NA,NA,"Energy Absorption",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","no","no","","","yes","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","yes","","yes"
"154","","Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P1","","cd",NA,NA,NA,NA,NA,NA,NA,"Immovable Object",8,"yellow","active","","","","","","","","","","","yes","","","","no","no","","","","","","yes","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"155","","Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P2_min","(min)","damage","target",493,493,493,493,493,1565,"Colossal Punch",11,"red","active","44.8181818181818","44.8181818181818","44.8181818181818","44.8181818181818","44.8181818181818","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"156","","Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P2_max","(max)","damage","target",657,985,1313,1313,1313,4175,"Colossal Punch",11,"red","active","59.7272727272727","89.5454545454545","119.363636363636","119.363636363636","119.363636363636","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"157","","Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P3","","damage","target",274,411,548,548,548,1738,"Fastball Special",13,"black","active","21.0769230769231","31.6153846153846","42.1538461538462","42.1538461538462","42.1538461538462","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","","Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P1","","damage","target",425,540,655,888,1352,4283,"Optic Blasts",10,"red","active","42.5","54","65.5","88.8","135.2","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159","","Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P2","","convert",NA,4,5,6,7,8,8,"Mutant Revolutionary",7,"yellow","active","0.571428571428571","0.714285714285714","0.857142857142857","1","1.14285714285714","yellow","tu","red","","","","","","","no","no","","","yes","","yes","","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"160","","Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P3_min","(min)","damage","target",822,937,1052,1233,1808,5738,"Full Blast",13,"black","active","63.2307692307692","72.0769230769231","80.9230769230769","94.8461538461538","139.076923076923","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"161","","Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P3_max","(max)","damage","target",1304,1486,1664,1845,2574,8171,"Full Blast",13,"black","active","100.307692307692","114.307692307692","128","141.923076923077","198","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"162","","Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P1","","heal","self",88,88,123.2,123.2,123.2,476,"Healing & Heat",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"163","","Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P2","","strike",NA,5,6,7,8,9,46,"Pheromone Rage",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","","","","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"164","","Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P3_min","(min)","damage","target",99,99,99,99,99,730,"Chemical Reaction",5,"blue","active","19.8","19.8","19.8","19.8","19.8","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165","","Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P3_max","(max)","damage","target",199,215,273,331,379,2774,"Chemical Reaction",5,"blue","active","39.8","43","54.6","66.2","75.8","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","","Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Radar Sense",10,"purple","active","","","","","","","","","","","","","","","no","yes","yes","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","yes","","","","",""
"167","","Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P2","","cd",NA,NA,NA,NA,NA,NA,NA,"Billy Club",9,"blue","active","","","","","","","","","","yes","","yes","","","no","no","","yes","yes","","","yes","","","","yes","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"168","","Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P3_min","(min)","damage","target",279,356,410,574,957,3044,"Ambush",7,"red","active","39.8571428571429","50.8571428571429","58.5714285714286","82","136.714285714286","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","","Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P3_max","(max)","damage","target",822,948,1123,1370,1726,5447,"Ambush",7,"red","active","117.428571428571","135.428571428571","160.428571428571","195.714285714286","246.571428571429","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170","","Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P1","","damage","target",400,480,560,720,1040,3299,"A Little Off the Top",6,"red","active","66.6666666666667","80","93.3333333333333","120","173.333333333333","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171","","Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P2","","damage","team",493,592,690,887,1282,4069,"Whales! Whales! Whales!",14,"purple","active","35.2142857142857","42.2857142857143","49.2857142857143","63.3571428571429","91.5714285714286","","","","","","","","","","yes","yes","yes","","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"172","","Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P3","","heal","self",148,178,207,266,385,1219,"Life of the Party",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","no","no","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"173","","Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P1","","attack",NA,132,156,208,260,312,1140,"Summon Demons",12,"black","active","11","13","17.3333333333333","21.6666666666667","26","","","","","","","","","","no","yes","yes","","yes","","","","","yes","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"174","","Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P2","","convert",NA,5,6,7,8,9,9,"Technopathic Strike",9,"blue","active","0.555555555555556","0.666666666666667","0.777777777777778","0.888888888888889","1","blue","blue","black","","","","","","","no","no","","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"175","","Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P3","","damage","target",137,164,192,247,356,1131,"Diabolical Plot",10,"purple","active","13.7","16.4","19.2","24.7","35.6","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","9/24/14","Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Manipulation",11,"blue","active","","","","","","","","","","","","","","","no","yes","yes","yes","yes","","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","yes","","","","",""
"177","9/24/14","Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P2","","attack",NA,27,32,38,54,86,278,"Insult to Injury",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","","","","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"178","9/24/14","Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P3","","damage","team",268,268,354,354,477,1517,"Armed and Dangerous",12,"green","active","22.3333333333333","22.3333333333333","29.5","29.5","39.75","","","","","","","","","","yes","no","yes","yes","yes","yes","","","","yes","","yes","","","","yes","","","","","","","","","","","","","","","","steal","","",""
"179","","Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P1","","improve",NA,14,16,20,26,39,282,"Inspiration",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","yes","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","",""
"180","","Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P2","","cd",NA,NA,NA,NA,NA,NA,NA,"Redwing",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","","","","","","","","","","","","","","yes","yes","","","","","yes","","","","",""
"181","","Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P3","","protect",NA,45,55,66,84,126,840,"Bird Strike",12,"purple","active","3.75","4.58333333333333","5.5","7","10.5","","","","","","","","","","no","no","","yes","","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"182","","Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P1","","damage","target",82,148,219,361,361,1148,"Skull Cracker",12,"green","active","6.83333333333333","12.3333333333333","18.25","30.0833333333333","30.0833333333333","","","","","","","","","","yes","no","yes","yes","yes","","","","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"183","","Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P2","","damage","target",208,250,291,374,541,1719,"Razor's Edge",5,"red","active","41.6","50","58.2","74.8","108.2","","","","","","","","","","yes","no","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184","","Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P3","","strike",NA,NA,NA,NA,NA,NA,NA,"Bad Reputation",12,"black","active","","","","","","","","","","","","","","","no","yes","yes","","yes","","","","","yes","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"185","","Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P1","","damage","target",177,248,319,389,460,3390,"Fireball",8,"red","active","22.125","31","39.875","48.625","57.5","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","no","","","","","","","","","","","","","","","","","","","","yes","","yes"
"186","","Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P2","","attack",NA,96,136,176,208,248,1808,"Inferno",10,"black","active","9.6","13.6","17.6","20.8","24.8","","","","","","","","","","no","yes","yes","","yes","","","","yes","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"187","","Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P3_min","(min)","damage","target",14,20,25,31,36,270,"Flame Jet",5,"green","active","2.8","4","5","6.2","7.2","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188","","Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P3_max","(max)","damage","target",126,176,227,277,328,2434,"Flame Jet",5,"green","active","25.2","35.2","45.4","55.4","65.6","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189","","Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P1","","damage","target",115,115,208,208,292,926,"Shou-Lao Fang Strike",8,"green","active","14.375","14.375","26","26","36.5","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"190","","Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P2a","","convert",NA,NA,NA,NA,NA,7,7,"Iron Fist of K'un-Lun",5,"purple","active","","","","","1.4","purple","basic","black","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"191","","Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P2b","","damage","target",498,598,697,896,1295,2215,"Iron Fist of K'un-Lun",5,"purple","active","99.6","119.6","139.4","179.2","259","purple","basic","black","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192","","Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P3","","attack",NA,60,71,82,104,153,486,"Exquisite Technique",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","","","","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"193","","Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P1","","damage","target",473,520.3,520.3,572.33,572.33,3559,"Unibeam",13,"red","active","36.3846153846154","40.0230769230769","40.0230769230769","44.0253846153846","44.0253846153846","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"194","","Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P2","","damage","team",355,390.5,390.5,429.55,429.55,2669,"Ballistic Salvo",20,"blue","active","17.75","19.525","19.525","21.4775","21.4775","","","","","","","","","","yes","no","yes","yes","yes","yes","","","","yes","","yes","no","","","","","","","","","","","","","","","","","","","","","",""
"195","","Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Recharge",6,"yellow","active","","","","","","","","","","","","yes","","","no","no","","","yes","","yes","","","","","","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"196","","Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P1","","heal","team",110,132,154,198,286,905,"Bring Out The Best",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","no","no","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"197","","Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P2","","convert",NA,2,3,4,5,7,7,"Inhuman Stretchiness",8,"purple","active","0.25","0.375","0.5","0.625","0.875","purple","basic","green","","","","","","","no","no","","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"198","","Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P3","","damage","team",411,493,575,740,1069,3390,"Embiggened Bash",12,"green","active","34.25","41.0833333333333","47.9166666666667","61.6666666666667","89.0833333333333","","","","","","","","","","yes","no","yes","","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"199","","Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Trickery",11,"black","active","","","","","","","","","","","","","","","no","yes","yes","yes","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","yes","","","",""
"200","","Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Illusions",5,"purple","active","","","","","","","","","","","","","","","no","no","","","yes","","yes","","","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"201","","Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Mischief",0,"green","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","yes","","","no","no","","yes","yes","","","","","","","","","","","","","","","","","","","yes","yes","","","","","","","yes","yes","yes","yes"
"202","","Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P1_min","(min)","damage","target",548,658,658,986,1425,4521,"Righteous Uppercut",13,"yellow","active","42.1538461538462","50.6153846153846","50.6153846153846","75.8461538461538","109.615384615385","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"203","","Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P1_max","(max)","damage","target",866,976,1104,1432,2251,7141,"Righteous Uppercut",13,"yellow","active","66.6153846153846","75.0769230769231","84.9230769230769","110.153846153846","173.153846153846","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"204","","Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P2","","protect",NA,33,38,45,58,85,268,"Unbreakable",0,"red","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"205","","Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P3_min","(min)","damage","target",164,190,246,246,328,1044,"Jab, Jab, Cross ",6,"black","active","27.3333333333333","31.6666666666667","41","41","54.6666666666667","","","","","","","","","","yes","no","yes","","yes","","yes","","","","","no","","","","","","","","","","","","","","","","","","","","","","",""
"206","","Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P3_max","(max)","damage","target",597,710,818,818,1367,4340,"Jab, Jab, Cross ",6,"black","active","99.5","118.333333333333","136.333333333333","136.333333333333","227.833333333333","","","","","","","","","","yes","no","yes","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"207","","Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P1","","protect",NA,66,66,88,99,153,477,"Coercive Field",9,"yellow","active","7.33333333333333","7.33333333333333","9.77777777777778","11","17","","","","","","","","","","no","no","","yes","","","","yes","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"208","","Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P2","","damage","target",243,387,441,531,729,2349,"Polarizing Force",8,"red","active","30.375","48.375","55.125","66.375","91.125","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"209","","Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P3","","damage","target",465,630,756,1014,1568,4991,"Magnetized Projectiles",10,"blue","active","46.5","63","75.6","101.4","156.8","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","","Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P1","","cd",NA,NA,NA,NA,NA,NA,NA,"Shapeshift",8,"purple","active","","","","","","","","","","","yes","","","","no","no","","yes","yes","","","yes","","","","yes","","","","","","","","","","","","yes","yes","","","","","","","yes","yes","yes","yes"
"211","","Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P2","","convert",NA,4,5,6,7,9,9,"Infiltration",10,"blue","active","0.4","0.5","0.6","0.7","0.9","blue","green,red,yellow","black,purple","","","","","","","no","no","","","yes","","","","yes","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"212","","Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P3_min","(min)","damage","target",438,438,548,548,986,3130,"Masterstroke",11,"black","active","39.8181818181818","39.8181818181818","49.8181818181818","49.8181818181818","89.6363636363636","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"213","","Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P3_max","(max)","damage","target",767,767,1206,1206,2302,7302,"Masterstroke",11,"black","active","69.7272727272727","69.7272727272727","109.636363636364","109.636363636364","209.272727272727","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"214","","Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P1a","","damage","target",59,59,94,94,153,1131,"Psychic Knife",8,"red","active","7.375","7.375","11.75","11.75","19.125","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215","","Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P1b","","strike",NA,12,19,19,31,31,1131,"Psychic Knife",8,"red","active","1.5","2.375","2.375","3.875","3.875","","","","","","","","","","no","yes","yes","","yes","","","yes","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"216","","Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P2","","cd",NA,NA,NA,NA,NA,NA,NA,"Bewilder",10,"blue","active","","","","","","","","","","","","yes","","","no","no","","yes","yes","","","","yes","","","","","","","","","","","","","","","yes","yes","","","","","","","yes","yes","yes","yes"
"217","","Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P3a","","damage","target",59,94,94,153,153,1131,"Psi-Katana",6,"black","active","9.83333333333333","15.6666666666667","15.6666666666667","25.5","25.5","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218","","Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P3b","","attack",NA,14,14,22,22,36,270,"Psi-Katana",6,"black","active","2.33333333333333","2.33333333333333","3.66666666666667","3.66666666666667","6","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
