"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","MAX.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Match_Proc","CD_Present_Proc","CD_Resolve_Proc","Damage_Taken_Proc","Ability_Use_Proc","Direct_Damage","Possible_Damage","Conditional_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Swap","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"133",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P1_max","(max)","damage","target","1407","1984","2164","3114","4905","7650","Smite",10,"red","active","140.7","198.4","216.4","311.4","490.5","765",,,,"any",,,,,,"yes","yes","yes","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"134",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P1","","charge_tile","tile","NA","NA","NA","NA","NA","NA","Smite",10,"red","active","","","","","","",,,,"any",,,,,,"","","","","","","","","yes","","","",,"",,"","",,"","","","yes","",,"","","","",,"",,,,,,""
"135",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P2","","damage","team","356","402","402","739","1086","2157","Striking Distance",12,"yellow","active","29.6666666666667","33.5","33.5","61.5833333333333","90.5","179.75",,,,"any",,,,,,"yes","yes","","yes","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"136",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P2","","charge_tile","tile","NA","NA","NA","NA","NA","NA","Striking Distance",12,"yellow","active","","","","","","",,,,"any",,,,,,"","","","yes","","","","","","yes","","",,"",,"","",,"","","","yes","",,"","","","",,"","yes",,,,,""
"137",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P3","","stun","target","1","1","1","2","3","3","Power Surge",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.222222222222222","0.333333333333333","0.333333333333333",,,,"red,blue,yellow",,,,,,"no","","","yes","","","","yes","","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"138",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P3","","charge_tile","tile","NA","NA","NA","NA","NA","NA","Power Surge",9,"blue","active","","","","","","",,,,"red,blue,yellow",,,,,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","yes","",,"","","","",,"",,,,,,""
"139",,"Wolverine (X-Force)","Wolverine","X-Force","Wolverine",":wolverine:",4,10960,"XF_P1","","damage","target","137","183","183","548","685","1360","X-Force",8,"green","active","17.125","22.875","22.875","68.5","85.625","170",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"140",,"Wolverine (X-Force)","Wolverine","X-Force","Wolverine",":wolverine:",4,10960,"XF_P2_avg","(avg)","damage","target","495","864","1242","2025","3546","7029","Surgical Strike",11,"black","active","45","78.5454545454545","112.909090909091","184.090909090909","322.363636363636","639",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"141",,"Wolverine (X-Force)","Wolverine","X-Force","Wolverine",":wolverine:",4,10960,"XF_P3","","heal","self","1187","1662","2137","3086","4985","9893","Recovery",9,"yellow","active","131.888888888889","184.666666666667","237.444444444444","342.888888888889","553.888888888889","1099.22222222222",,,,,,,"yes",,,"no","","","yes","","","","yes","","","yes","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"142",,"Wolverine (X-Force)","Wolverine","X-Force","Wolverine",":wolverine:",4,10960,"XF_P3","","damage","target","330","552","828","1212","1818","3600","Recovery",9,"yellow","active","36.6666666666667","61.3333333333333","92","134.666666666667","202","400",,,,,"yes",,,,,"no","","","","","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"143",,"Beast (Classic)","Beast","Classic","Beast",":beast:",3,8670,"Beast_P1","","cd","tile","1","1","1","1","1","1","Mutagenic Breakthrough",6,"blue","active","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667",,,,,,,"yes",,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"144",,"Beast (Classic)","Beast","Classic","Beast",":beast:",3,8670,"Beast_P2_min","(min)","damage","team","192","219","219","246","246","780","Animal Inside",9,"green","active","21.3333333333333","24.3333333333333","24.3333333333333","27.3333333333333","27.3333333333333","86.6666666666667",,,,,,,,,,"yes","yes","yes","","yes","yes","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"145",,"Beast (Classic)","Beast","Classic","Beast",":beast:",3,8670,"Beast_P2_max","(max)","damage","target","291","318","417","444","642","2028","Animal Inside",9,"green","active","32.3333333333333","35.3333333333333","46.3333333333333","49.3333333333333","71.3333333333333","225.333333333333",,,,,,,,,,"yes","yes","yes","","yes","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"146",,"Beast (Classic)","Beast","Classic","Beast",":beast:",3,8670,"Beast_P3a","","protect","tile","88","88","102","110","165","522","Medical Marvel",11,"yellow","active","8","8","9.27272727272727","10","15","47.4545454545455",,,,,,,,,,"no","","","yes","","","","","yes","yes","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"147",,"Beast (Classic)","Beast","Classic","Beast",":beast:",3,8670,"Beast_P3b","","heal","team","383","490","490","689","689","2191","Medical Marvel",11,"yellow","active","34.8181818181818","44.5454545454545","44.5454545454545","62.6363636363636","62.6363636363636","199.181818181818",,,,,,,,,,"no","","","yes","","","","","yes","yes","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"148",,"Black Panther (T'Challa)","Black Panther","T'Challa","Black Panther",":blackpanther:",3,9690,"BP_P1_min","(min)","strike","tile","66","84","90","117","165","525","Battleplan",9,"yellow","active","7.33333333333333","9.33333333333333","10","13","18.3333333333333","58.3333333333333",,,,,,,,,,"no","","","","yes","","","yes","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"149",,"Black Panther (T'Challa)","Black Panther","T'Challa","Black Panther",":blackpanther:",3,9690,"BP_P1_max","(max)","strike","tile","99","117","132","165","249","780","Battleplan",9,"yellow","active","11","13","14.6666666666667","18.3333333333333","27.6666666666667","86.6666666666667",,,,,,,,,,"no","","","","yes","","","yes","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"150",,"Black Panther (T'Challa)","Black Panther","T'Challa","Black Panther",":blackpanther:",3,9690,"BP_P2","","cd","tile","1","1","1","1","1","1","Defense Grid",8,"blue","active","0.125","0.125","0.125","0.125","0.125","0.125",,,,,,,"yes",,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"151",,"Black Panther (T'Challa)","Black Panther","T'Challa","Black Panther",":blackpanther:",3,9690,"BP_P3","","damage","team","194","272","349","427","504","3708","Rage of the Panther",12,"black","active","16.1666666666667","22.6666666666667","29.0833333333333","35.5833333333333","42","309",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"152",,"Black Widow (Grey Suit)","Black Widow","Grey Suit","Black Widow",":blackwidow:",3,8075,"GSBW_P1","","damage","team","355","443.75","443.75","554.625","554.625","3912","Sniper Rifle",15,"green","active","23.6666666666667","29.5833333333333","29.5833333333333","36.975","36.975","260.8",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"153",,"Black Widow (Grey Suit)","Black Widow","Grey Suit","Black Widow",":blackwidow:",3,8075,"GSBW_P2","","damage","target","118","118","118","118","118","NA","Pistol",12,"red","active","9.83333333333333","9.83333333333333","9.83333333333333","9.83333333333333","9.83333333333333","",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"154",,"Black Widow (Grey Suit)","Black Widow","Grey Suit","Black Widow",":blackwidow:",3,8075,"GSBW_P3","","convert","tile","2","3","4","5","6","6","Deceptive Tactics",11,"purple","active","0.181818181818182","0.272727272727273","0.363636363636364","0.454545454545455","0.545454545454545","0.545454545454545","purple","basic","green",,,,,,,"no","","","","yes","","","","yes","yes","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"155",,"Blade (Daywalker)","Blade","Daywalker","Blade",":blade:",3,8670,"Blade_P1","","damage","target","257","344","344","427","591","1877","Nightstalker",8,"black","active","32.125","43","43","53.375","73.875","234.625",,,,,,"yes",,,,"yes","yes","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,"yes","yes","yes","yes"
"156",,"Blade (Daywalker)","Blade","Daywalker","Blade",":blade:",3,8670,"Blade_P2_min","(min)","attack","tile","60","60","82","82","120","240","Keep Your Enemies Closer",10,"purple","active","6","6","8.2","8.2","12","24",,,,,,,,,,"no","yes","","","yes","","","","yes","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"157",,"Blade (Daywalker)","Blade","Daywalker","Blade",":blade:",3,8670,"Blade_P2_max","(max)","attack","tile","192","192","214","280","318","438","Keep Your Enemies Closer",10,"purple","active","19.2","19.2","21.4","28","31.8","43.8",,,,,,,,,,"no","yes","","","yes","","","","yes","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"158",,"Blade (Daywalker)","Blade","Daywalker","Blade",":blade:",3,8670,"Blade_P3","","strike","tile","20","20","24","28","36","116","The Thirst",0,"green","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","","yes","","","","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"159",,"Bullseye (Classic)","Bullseye","Classic","Bullseye",":bullseye:",3,7565,"Bullseye3_P1","","damage","target","246","327","415","585","924","2936","Lethal Improvisation",7,"purple","active","35.1428571428571","46.7142857142857","59.2857142857143","83.5714285714286","132","419.428571428571",,,,,,,,,,"no","","","yes","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"160",,"Bullseye (Classic)","Bullseye","Classic","Bullseye",":bullseye:",3,7565,"Bullseye3_P2","","strike","tile","100","120","140","180","260","819","Contract Killer",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","","yes","","","","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"161",,"Bullseye (Classic)","Bullseye","Classic","Bullseye",":bullseye:",3,7565,"Bullseye3_P3","","damage","target","77","116","193","341","610","1927","Deadly Precision",11,"green","active","7","10.5454545454545","17.5454545454545","31","55.4545454545455","175.181818181818",,,,,,,,,,"yes","yes","","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"162",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P1","","protect","tile","165","216","264","321","428","1356","Sentinel of Liberty",19,"yellow","active","8.68421052631579","11.3684210526316","13.8947368421053","16.8947368421053","22.5263157894737","71.3684210526316","yellow",,,,,,,,,"no","","","yes","","","","","","yes","","","yes","",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"163",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2a","","cd","tile","1","1","1","1","1","1","Star Spangled Avenger",11,"red","active","0.0909090909090909","0.0909090909090909","0.0909090909090909","0.0909090909090909","0.0909090909090909","0.0909090909090909",,,,,,,,,,"no","","","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,"yes",,"yes"
"164",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2a","","damage","target","95","209","323","437","551","4031","Star Spangled Avenger",11,"red","active","8.63636363636364","19","29.3636363636364","39.7272727272727","50.0909090909091","366.454545454545",,,,,,,,,,"no","","","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,"yes",,"yes"
"165",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P2b","","damage","target","95","209","323","437","551","4031","Star Spangled Avenger",11,"red","active","8.63636363636364","19","29.3636363636364","39.7272727272727","50.0909090909091","366.454545454545",,,,,,,,,,"yes","yes","","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"166",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P3a","","cd","tile","0","38","61","84","106","342","Peacemaker",12,"blue","active","0","3.16666666666667","5.08333333333333","7","8.83333333333333","28.5",,,,,,,"yes",,,"no","","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,"yes",,"yes"
"167",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P3b","","protect","tile","0","38","61","84","106","342","Peacemaker",12,"blue","active","0","3.16666666666667","5.08333333333333","7","8.83333333333333","28.5",,,,,,,"yes",,,"no","","","yes","","","","","","yes","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"168",,"Captain America (Steve Rogers)","Captain America","Steve Rogers","Captain America",":captainamerica:",3,9690,"CA_P3b","","stun","target","2","2","2","2","2","2","Peacemaker",12,"blue","active","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667",,,,,,,"yes",,,"no","","","yes","","","","","","yes","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"169",,"Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P1","","damage","target","208","281","281","470","470","1494","Photonic Blasts",7,"red","active","29.7142857142857","40.1428571428571","40.1428571428571","67.1428571428571","67.1428571428571","213.428571428571",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"170",,"Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P2","","damage","target","351","444","444","684","790","2504","Hypersonic Punch",9,"black","active","39","49.3333333333333","49.3333333333333","76","87.7777777777778","278.222222222222",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"171",,"Captain Marvel (Modern)","Captain Marvel","Modern","Captain Marvel",":captainmarvel:",3,9690,"CM3_P3","","AP","NA","NA","NA","NA","NA","NA","NA","Energy Absorption",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,"yes",,"no","","","yes","yes","","","","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"172",,"Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P1","","decrease_damage","self","1","1","1","1","1","1","Immovable Object",8,"yellow","active","0.125","0.125","0.125","0.125","0.125","0.125",,,,,,"yes",,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"173",,"Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P1","","cd","tile","1","1","1","1","1","1","Immovable Object",8,"yellow","active","0.125","0.125","0.125","0.125","0.125","0.125",,,,,,"yes",,,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"174",,"Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P2_min","(min)","damage","target","493","493","493","493","493","1565","Colossal Punch",11,"red","active","44.8181818181818","44.8181818181818","44.8181818181818","44.8181818181818","44.8181818181818","142.272727272727",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"175",,"Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P2_max","(max)","damage","target","657","985","1313","1313","1313","4175","Colossal Punch",11,"red","active","59.7272727272727","89.5454545454545","119.363636363636","119.363636363636","119.363636363636","379.545454545455",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"176",,"Colossus (Classic)","Colossus","Classic","Colossus",":colossus:",3,10710,"Colossus_P3","","damage","target","274","411","548","548","548","1738","Fastball Special",13,"black","active","21.0769230769231","31.6153846153846","42.1538461538462","42.1538461538462","42.1538461538462","133.692307692308",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"177",,"Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P1","","damage","target","425","540","655","888","1352","4283","Optic Blasts",10,"red","active","42.5","54","65.5","88.8","135.2","428.3",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"178",,"Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P2","","convert","tile","4","5","6","7","8","8","Mutant Revolutionary",7,"yellow","active","0.571428571428571","0.714285714285714","0.857142857142857","1","1.14285714285714","1.14285714285714","yellow","tu","red",,,,,,,"no","","","","yes","","yes","","","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"179",,"Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P3_min","(min)","damage","target","822","937","1052","1233","1808","5738","Full Blast",13,"black","active","63.2307692307692","72.0769230769231","80.9230769230769","94.8461538461538","139.076923076923","441.384615384615",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"180",,"Cyclops (Uncanny X-Men)","Cyclops","Uncanny X-Men","Cyclops",":cyclops:",3,9265,"Cyke_P3_max","(max)","damage","target","1304","1486","1664","1845","2574","8171","Full Blast",13,"black","active","100.307692307692","114.307692307692","128","141.923076923077","198","628.538461538462",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"181",,"Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P1","","heal","self","88","88","123.2","123.2","123.2","476","Healing & Heat",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"182",,"Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P2","","strike","tile","5","6","7","8","9","46","Pheromone Rage",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","","yes","","","","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"183",,"Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P3_min","(min)","damage","target","99","99","99","99","99","730","Chemical Reaction",5,"blue","active","19.8","19.8","19.8","19.8","19.8","146",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"184",,"Daken (Classic)","Daken","Classic","Daken",":daken:",3,6800,"Daken_P3_max","(max)","damage","target","199","215","273","331","379","2774","Chemical Reaction",5,"blue","active","39.8","43","54.6","66.2","75.8","554.8",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"185",,"Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P1","","remove_special","tile","NA","NA","NA","NA","NA","NA","Radar Sense",10,"purple","active","","","","","","",,,,,,,,,,"no","","","yes","","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"186",,"Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P2","","cd","tile","1","1","1","1","1","1","Billy Club",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111",,,,,,,"yes",,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"187",,"Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P2","","stun","target","1","1","1","1","2","2","Billy Club",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111","0.222222222222222","0.222222222222222",,,,,,,"yes",,,"no","","","yes","","","","yes","","","","yes",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"188",,"Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P3_min","(min)","damage","target","279","356","410","574","957","3044","Ambush",7,"red","active","39.8571428571429","50.8571428571429","58.5714285714286","82","136.714285714286","434.857142857143",,,,,,,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"189",,"Daredevil (Man Without Fear)","Daredevil","Man Without Fear","Daredevil",":daredevil:",3,8670,"DD_P3_max","(max)","damage","target","822","948","1123","1370","1726","5447","Ambush",7,"red","active","117.428571428571","135.428571428571","160.428571428571","195.714285714286","246.571428571429","778.142857142857",,,,,,,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"190",,"Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P1","","damage","target","400","480","560","720","1040","3299","A Little Off the Top",6,"red","active","66.6666666666667","80","93.3333333333333","120","173.333333333333","549.833333333333",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"191",,"Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P2","","damage","team","493","592","690","887","1282","4069","Whales! Whales! Whales!",14,"purple","active","35.2142857142857","42.2857142857143","49.2857142857143","63.3571428571429","91.5714285714286","290.642857142857",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"192",,"Deadpool (It's Me, Deadpool)","Deadpool","It's Me, Deadpool","Deadpool",":deadpool:",3,8670,"DP_P3","","heal","self","148","178","207","266","385","1219","Life of the Party",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,"yes",,"no","","","yes","","","","","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"193",,"Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P1","","attack","tile","132","156","208","260","312","1140","Summon Demons",12,"black","active","11","13","17.3333333333333","21.6666666666667","26","95",,,,,,,,,,"no","yes","","","yes","","","","","yes","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"194",,"Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P2","","convert","tile","5","6","7","8","9","9","Technopathic Strike",9,"blue","active","0.555555555555556","0.666666666666667","0.777777777777778","0.888888888888889","1","1","blue","blue","black",,,,,,,"no","","","","yes","","","yes","","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"195",,"Doctor Doom (Classic)","Doctor Doom","Classic","Doctor Doom",":doctordoom:",3,9690,"Doom_P3_min","(min)","damage","target","137","164","192","247","356","1131","Diabolical Plot",10,"purple","active","13.7","16.4","19.2","24.7","35.6","113.1",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","","","",,"",,"","",,"","","","","","yes","","","","",,"",,,,,,""
"196",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P1","","swap","tile","32","32","32","32","32","32","Manipulation",11,"blue","active","2.90909090909091","2.90909090909091","2.90909090909091","2.90909090909091","2.90909090909091","2.90909090909091",,,,,,,,,,"no","","","yes","","","","","yes","yes","","","yes","yes",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"197",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P1_min","(min)","damage","target","110","110","171","171","330","330","Manipulation",11,"blue","active","10","10","15.5454545454545","15.5454545454545","30","30",,,,,,,,,,"no","yes","yes","yes","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"198",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P1_max","(max)","damage","target","3520","3520","5472","5472","10560","10560","Manipulation",11,"blue","active","320","320","497.454545454545","497.454545454545","960","960",,,,,,,,,,"no","yes","yes","yes","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"","yes",,,,,""
"199",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P2","","attack","tile","27","32","38","54","86","278","Insult to Injury",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","yes","","","yes","","","","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"200",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P3","","damage","team","268","268","354","354","477","1517","Armed and Dangerous",12,"green","active","22.3333333333333","22.3333333333333","29.5","29.5","39.75","126.416666666667",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,"steal",,,""
"201",,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P3","","improve","team","16","40","40","57","57","185","Armed and Dangerous",12,"green","active","1.33333333333333","3.33333333333333","3.33333333333333","4.75","4.75","15.4166666666667",,,,,,,,,,,"","","yes","yes","","","","","yes","","",,"",,"","yes",,"","","","","",,"",,"","",,"",,,,,,""
"202",2010-09-23,"Doctor Octopus (Otto Octavius)","Doctor Octopus","Otto Octavius","Doctor Octopus",":docock:",3,8670,"DocOck_P3","","stun","random_target","1","1","1","2","2","2","Armed and Dangerous",12,"green","active","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.166666666666667","0.166666666666667","0.166666666666667",,,,,,,,,,"","","","yes","","","","","","yes","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,"steal",,,""
